customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9365-SRSZE,Male,1,Yes,No,27,Yes,Fiber optic,Month-to-month,Yes,Electronic check,70.55,1943.9,No
1696-MZVAU,Male,0,Yes,Yes,39,No,DSL,One year,Yes,Credit card (automatic),25.25,947.75,No
8593-WHYHV,Male,0,No,No,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,85.3,264.8,Yes
6223-DHJGV,Female,0,No,No,42,Yes,No,One year,Yes,Mailed check,20.65,958.1,No
6097-EQISJ,Female,0,Yes,Yes,66,Yes,Fiber optic,One year,Yes,Credit card (automatic),102.45,6615.15,Yes
0107-YHINA,Male,0,No,Yes,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,99.75,99.75,Yes
0727-BNRLG,Male,0,No,No,69,Yes,Fiber optic,Two year,Yes,Credit card (automatic),97.65,6743.55,No
9964-WBQDJ,Female,0,Yes,No,71,Yes,No,Two year,Yes,Credit card (automatic),24.4,1725.4,No
1702-CCFNJ,Male,0,Yes,No,52,Yes,DSL,Month-to-month,No,Bank transfer (automatic),61.35,3169.55,No
8932-CZHRQ,Male,0,No,No,68,Yes,DSL,One year,No,Credit card (automatic),76.75,5233.25,No
0404-AHASP,Male,0,Yes,No,72,Yes,No,Two year,No,Credit card (automatic),19.7,1421.9,No
6407-UTSLV,Female,1,No,No,2,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),83.8,163.7,No
9060-HJJRW,Female,0,No,No,51,No,DSL,One year,Yes,Credit card (automatic),56.4,2928.5,No
1958-RNRKS,Male,0,Yes,No,30,Yes,DSL,Month-to-month,No,Electronic check,49.9,1441.95,No
9705-IOVQQ,Male,1,Yes,Yes,61,Yes,Fiber optic,One year,No,Electronic check,99,5969.3,No
2040-XBAVJ,Male,0,Yes,Yes,72,Yes,Fiber optic,Two year,No,Bank transfer (automatic),114.45,8100.55,No
7551-JOHTI,Female,0,No,No,1,Yes,No,Month-to-month,No,Mailed check,19.5,19.5,Yes
8646-JCOMS,Female,0,Yes,No,66,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),90.55,6130.95,No
2418-TPEUN,Female,0,Yes,Yes,56,Yes,No,Two year,Yes,Credit card (automatic),19.8,1119.9,No
4137-JOPHL,Female,0,No,No,50,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),89.7,4304.5,No
7801-CEDNV,Male,0,Yes,No,27,Yes,DSL,One year,No,Credit card (automatic),48.7,1421.75,No
1803-BGNBD,Female,0,No,No,12,Yes,DSL,Month-to-month,Yes,Electronic check,54.3,654.5,No
0134-XWXCE,Female,1,No,No,44,Yes,DSL,One year,No,Bank transfer (automatic),74.85,3268.05,No
2519-LBNQL,Male,1,Yes,No,60,Yes,Fiber optic,One year,Yes,Electronic check,104.35,6339.45,No
8380-PEFPE,Male,0,No,Yes,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,71.65,71.65,Yes
3506-OVLKD,Male,0,No,No,35,Yes,No,One year,No,Bank transfer (automatic),26.2,954.9,No
3536-IQCTX,Male,1,Yes,No,32,Yes,Fiber optic,Month-to-month,No,Electronic check,85.3,2661.1,Yes
8286-AFUYI,Male,0,No,No,1,Yes,DSL,Month-to-month,No,Electronic check,47.95,47.95,No
3173-WSSUE,Female,0,Yes,Yes,71,Yes,No,Two year,No,Credit card (automatic),19.7,1415.85,No
1265-HVPZB,Male,0,Yes,No,59,Yes,DSL,One year,No,Credit card (automatic),66.4,3958.2,No
1612-EOHDH,Female,0,No,No,1,Yes,DSL,Month-to-month,No,Electronic check,45.15,45.15,Yes
6702-OHFWR,Male,1,No,No,1,No,DSL,Month-to-month,Yes,Electronic check,43.3,43.3,Yes
7054-LGEQW,Female,0,No,No,1,Yes,DSL,Month-to-month,No,Mailed check,45.95,45.95,Yes
0923-PNFUB,Female,0,No,No,3,Yes,Fiber optic,Month-to-month,No,Electronic check,83.75,247.25,Yes
9938-PRCVK,Female,0,Yes,Yes,41,Yes,No,Two year,No,Bank transfer (automatic),19.7,804.25,No
9637-CDTKZ,Male,0,Yes,No,72,Yes,Fiber optic,Two year,Yes,Credit card (automatic),114.1,8086.4,No
7873-CVMAW,Male,0,No,No,72,Yes,DSL,Two year,No,Credit card (automatic),88.55,6362.35,No
6474-FVJLC,Male,0,No,No,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,86,165.45,Yes
5832-EXGTT,Male,0,Yes,Yes,29,Yes,DSL,Month-to-month,Yes,Mailed check,60.2,1834.15,No
6695-FRVEC,Male,0,Yes,Yes,67,Yes,DSL,Two year,Yes,Bank transfer (automatic),60.4,3953.7,No
9894-QMIMJ,Female,0,No,No,23,Yes,DSL,One year,No,Bank transfer (automatic),55.8,1327.85,No
8069-YQQAJ,Male,0,No,No,14,No,DSL,Month-to-month,Yes,Mailed check,31.1,419.7,No
3466-WAESX,Male,0,No,Yes,16,Yes,DSL,Month-to-month,Yes,Electronic check,69.1,1083.7,No
3638-VBZTA,Male,0,No,Yes,68,Yes,DSL,Two year,Yes,Bank transfer (automatic),86.5,5882.75,No
7776-QWNFX,Male,1,Yes,No,30,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),50.4,1527.5,Yes
6689-TCZHQ,Female,1,No,No,5,Yes,Fiber optic,Month-to-month,No,Electronic check,78.95,378.4,Yes
0754-EEBDC,Male,0,Yes,Yes,4,Yes,No,Two year,No,Mailed check,19.9,76.65,No
1951-IEYXM,Male,0,Yes,Yes,72,Yes,DSL,Two year,Yes,Credit card (automatic),90.6,6441.85,No
8232-UTFOZ,Male,0,No,No,69,Yes,No,Two year,No,Credit card (automatic),19.95,1399.35,No
7188-CBBBA,Female,0,No,No,65,Yes,Fiber optic,One year,Yes,Electronic check,95.5,6153.85,No
7696-CFTAT,Male,0,Yes,Yes,37,Yes,No,Two year,No,Bank transfer (automatic),19.8,726.1,No
4566-GOLUK,Male,0,Yes,Yes,47,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),107.35,5118.95,Yes
2792-VPPET,Male,0,No,No,3,Yes,No,Month-to-month,Yes,Electronic check,20.5,76.95,No
1964-SVLEA,Male,0,No,No,20,Yes,No,One year,Yes,Mailed check,19.7,415.9,No
0854-UYHZD,Female,0,Yes,Yes,13,Yes,No,Two year,No,Mailed check,19.55,265.3,No
7243-LCGGZ,Female,0,No,No,1,Yes,No,Month-to-month,No,Mailed check,20.9,20.9,No
8267-KFGYD,Male,0,No,Yes,1,Yes,No,Month-to-month,Yes,Mailed check,21.05,21.05,No
8229-BUJHX,Female,0,Yes,Yes,71,Yes,No,Two year,No,Bank transfer (automatic),20.5,1500.95,No
7449-HVPIV,Male,0,Yes,Yes,55,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),90.4,5099.15,No
9614-RMGHA,Male,0,Yes,No,65,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),91.85,5940.85,Yes
0701-RFGFI,Female,0,Yes,Yes,49,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),95.4,4613.95,No
3737-XBQDD,Male,0,No,No,24,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),84.85,2048.8,No
4445-KWOKW,Female,0,No,No,42,Yes,DSL,One year,Yes,Bank transfer (automatic),60.15,2421.6,No
7967-HYCDE,Male,0,No,No,8,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),70.7,553.4,No
2430-RRYUW,Male,0,No,No,66,Yes,DSL,One year,Yes,Mailed check,54.8,3465.7,No
0565-IYCGT,Male,0,No,No,69,Yes,DSL,One year,Yes,Credit card (automatic),78.6,5356.45,Yes
7892-QVYKW,Female,0,Yes,Yes,23,Yes,Fiber optic,Month-to-month,No,Electronic check,85.6,1868.4,No
9885-MFVSU,Female,0,Yes,Yes,35,No,DSL,Two year,Yes,Credit card (automatic),46.35,1662.05,No
3365-SAIGS,Female,0,No,No,17,Yes,Fiber optic,Month-to-month,Yes,Electronic check,83.55,1329.15,No
9828-AOQLM,Female,0,Yes,Yes,1,Yes,DSL,Month-to-month,Yes,Electronic check,45.7,45.7,Yes
8022-BECSI,Male,0,No,No,22,Yes,No,One year,No,Mailed check,19.6,422.5,No
8000-REIQB,Female,1,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,69.95,69.95,Yes
7615-ESMYF,Female,0,Yes,No,2,No,DSL,Month-to-month,No,Electronic check,44.6,97.1,Yes
0017-DINOC,Male,0,No,No,54,No,DSL,Two year,No,Credit card (automatic),45.2,2460.55,No
8565-CLBZW,Male,0,No,No,24,Yes,Fiber optic,Month-to-month,Yes,Mailed check,89.85,2165.05,Yes
9139-WQQDY,Female,0,Yes,Yes,49,Yes,Fiber optic,One year,No,Mailed check,100.45,4941.8,Yes
8086-OVPWV,Male,0,No,No,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.2,181.1,Yes
7694-VLBWQ,Male,0,Yes,No,67,Yes,Fiber optic,One year,No,Electronic check,104.1,7040.85,Yes
5989-PGKJB,Female,0,No,No,16,Yes,Fiber optic,Month-to-month,Yes,Electronic check,86.25,1340.1,No
8272-ONJLV,Male,0,No,No,12,Yes,Fiber optic,One year,No,Electronic check,95.7,1184,No
1488-PBLJN,Female,0,Yes,Yes,72,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),116.85,8477.7,No
0308-GIQJT,Male,1,No,No,71,Yes,Fiber optic,One year,No,Bank transfer (automatic),105.75,7382.85,No
6481-OGDOO,Male,0,Yes,No,67,Yes,Fiber optic,One year,Yes,Credit card (automatic),90.6,6056.15,Yes
3090-LETTY,Male,0,No,Yes,2,Yes,DSL,Month-to-month,No,Bank transfer (automatic),60.95,134.6,No
9720-JJJOR,Male,0,Yes,Yes,41,Yes,DSL,One year,Yes,Bank transfer (automatic),60.3,2511.3,No
8100-HZZLJ,Female,0,No,Yes,43,Yes,DSL,Month-to-month,Yes,Electronic check,63.95,2737.05,No
8775-ERLNB,Male,1,Yes,No,1,Yes,Fiber optic,Month-to-month,No,Electronic check,74.3,74.3,No
8309-IEYJD,Female,1,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Mailed check,70.6,70.6,No
9172-JITSM,Female,0,Yes,Yes,26,Yes,Fiber optic,Month-to-month,Yes,Electronic check,90.8,2361.8,Yes
6298-QDFNH,Male,0,No,No,22,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.35,1730.35,Yes
6557-BZXLQ,Male,1,No,No,16,Yes,Fiber optic,Month-to-month,No,Electronic check,69.65,1043.3,No
5346-BZCHP,Female,0,Yes,Yes,69,Yes,No,Two year,No,Mailed check,19.4,1346.2,No
6173-ITPWD,Male,0,Yes,No,47,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),83.35,4065,Yes
1216-BGTSP,Male,0,No,No,45,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),108.45,4964.7,No
5248-KWLAR,Male,0,Yes,Yes,71,Yes,DSL,Two year,No,Electronic check,90.35,6325.25,No
7996-MHXLW,Female,0,No,No,66,Yes,No,Two year,Yes,Credit card (automatic),25.15,1683.6,No
1852-QSWCD,Male,0,Yes,Yes,64,Yes,No,Two year,Yes,Mailed check,24.8,1514.85,No
6356-ELRKD,Female,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,95.6,95.6,Yes
9919-FZDED,Male,1,Yes,No,72,Yes,DSL,Two year,Yes,Credit card (automatic),84.1,5981.65,No
5934-TSSAU,Female,0,Yes,Yes,23,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),75.3,1702.9,No
4897-QSUYC,Female,0,No,No,1,Yes,No,Month-to-month,Yes,Mailed check,20.15,20.15,Yes
3933-DQPWX,Female,0,No,No,50,No,DSL,Two year,No,Credit card (automatic),39.7,1932.75,No
5555-RNPGT,Male,0,No,Yes,10,Yes,No,Month-to-month,No,Credit card (automatic),24.8,223.9,No
1057-FOGLZ,Female,0,No,No,18,Yes,No,Month-to-month,No,Mailed check,19.65,391.7,No
4137-BTIKL,Male,0,No,No,2,Yes,Fiber optic,Month-to-month,No,Mailed check,90.75,174.75,No
2153-MREFK,Female,0,Yes,No,37,Yes,Fiber optic,One year,Yes,Electronic check,99.2,3754.6,Yes
3106-ULWFW,Female,0,Yes,No,8,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),85.2,627.4,Yes
4547-FZJWE,Male,0,Yes,Yes,55,Yes,DSL,One year,No,Credit card (automatic),59.45,3157,No
7422-WNBTY,Male,0,Yes,No,33,Yes,Fiber optic,Month-to-month,Yes,Electronic check,93.35,3092,No
0842-IWYCP,Female,0,No,No,46,Yes,DSL,Month-to-month,No,Bank transfer (automatic),44.95,2168.9,No
3521-HTQTV,Male,0,No,No,34,Yes,No,Two year,No,Bank transfer (automatic),26.1,980.35,No
7607-QKKTJ,Male,0,Yes,Yes,45,Yes,Fiber optic,One year,Yes,Credit card (automatic),95,4368.85,No
9779-DPNEJ,Female,0,Yes,Yes,22,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.15,1790.65,No
0673-IGUQO,Male,0,No,No,1,Yes,No,Month-to-month,No,Mailed check,20.45,20.45,No
8819-IMISP,Male,0,No,No,31,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.45,2429.1,No
8051-HJRLT,Female,1,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,70.55,70.55,Yes
8974-OVACP,Female,0,No,No,1,Yes,No,Month-to-month,No,Mailed check,20.15,20.15,No
1379-FRVEB,Male,0,No,Yes,15,Yes,Fiber optic,Month-to-month,Yes,Electronic check,91,1430.05,No
1391-UBDAR,Male,0,No,No,11,Yes,Fiber optic,Month-to-month,No,Electronic check,72.9,818.45,No
8894-JVDCV,Female,0,No,No,62,Yes,Fiber optic,One year,Yes,Credit card (automatic),115.05,7133.45,No
2014-MKGMH,Female,0,No,No,46,Yes,Fiber optic,One year,Yes,Electronic check,101.1,4674.4,No
2560-WBWXF,Male,0,No,No,68,Yes,No,Two year,Yes,Bank transfer (automatic),24.15,1498.85,No
4335-UPJSI,Female,0,No,Yes,24,Yes,No,Two year,No,Mailed check,19.75,498.1,No
9297-FVVDH,Female,0,Yes,Yes,57,Yes,DSL,Two year,Yes,Electronic check,84.5,4845.4,No
5039-LZRQT,Female,0,No,No,13,Yes,No,One year,No,Mailed check,20.2,273.25,No
2931-VUVJN,Female,1,Yes,No,59,Yes,Fiber optic,One year,Yes,Electronic check,94.05,5483.9,No
9061-TIHDA,Male,1,Yes,No,13,Yes,Fiber optic,Month-to-month,Yes,Electronic check,95.25,1233.65,Yes
8699-ASUFO,Male,1,Yes,No,7,Yes,Fiber optic,Month-to-month,Yes,Mailed check,74.4,527.9,Yes
1895-QTKDO,Female,0,No,No,1,Yes,DSL,Month-to-month,No,Credit card (automatic),43.95,43.95,No
7619-ODSGN,Male,0,Yes,Yes,24,Yes,DSL,Month-to-month,No,Electronic check,54.75,1338.15,Yes
5970-GHJAW,Male,0,Yes,Yes,46,Yes,No,Two year,No,Credit card (automatic),19.95,862.4,No
8879-XUAHX,Male,0,Yes,No,71,Yes,Fiber optic,Two year,Yes,Electronic check,116.25,8564.75,No
7622-FWGEW,Male,1,Yes,No,56,Yes,DSL,Two year,Yes,Bank transfer (automatic),85.65,4824.45,No
8532-UEFWH,Male,0,Yes,Yes,52,Yes,No,Two year,No,Mailed check,25.75,1345.85,No
6296-DDOOR,Female,0,No,No,19,Yes,DSL,One year,No,Electronic check,58.2,1045.25,No
2659-VXMWZ,Male,0,Yes,Yes,67,Yes,Fiber optic,One year,Yes,Electronic check,111.3,7482.1,Yes
0380-NEAVX,Male,1,No,No,34,Yes,Fiber optic,One year,Yes,Electronic check,99.85,3343.15,No
4285-GYRQC,Female,0,Yes,No,7,Yes,Fiber optic,Month-to-month,Yes,Electronic check,86.25,587.1,Yes
7216-EWTRS,Female,1,Yes,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,100.8,100.8,Yes
7036-TYDEC,Female,0,No,No,69,Yes,Fiber optic,Two year,No,Electronic check,104,7028.5,No
5802-ADBRC,Female,0,Yes,No,50,Yes,Fiber optic,One year,Yes,Mailed check,104.4,5232.9,No
0839-JTCUD,Female,0,Yes,Yes,66,Yes,DSL,Two year,No,Credit card (automatic),89.9,5958.85,No
1302-UHBDD,Male,1,No,No,20,Yes,Fiber optic,Month-to-month,No,Electronic check,89.95,1648.45,No
8619-IJNDK,Female,0,Yes,Yes,71,Yes,DSL,Two year,No,Credit card (automatic),64.05,4492.9,No
8097-VBQTZ,Male,0,No,No,54,Yes,DSL,Month-to-month,Yes,Mailed check,69.9,3883.3,No
1393-IMKZG,Female,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,95.85,95.85,No
3398-GCPMU,Female,1,Yes,Yes,72,Yes,DSL,Two year,Yes,Credit card (automatic),89.55,6448.85,No
1013-QCWAM,Female,1,Yes,No,66,Yes,Fiber optic,Month-to-month,Yes,Electronic check,100.8,6690.75,No
6050-FFXES,Female,0,Yes,No,69,Yes,Fiber optic,Two year,No,Bank transfer (automatic),105.35,7240.65,No
0362-RAOQO,Female,0,No,No,40,Yes,No,Two year,No,Credit card (automatic),19.65,830.25,No
1399-UBQIU,Male,0,No,No,11,Yes,DSL,Month-to-month,Yes,Electronic check,69.35,712.25,No
6204-IEUXJ,Female,0,No,No,3,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),80.1,217.55,Yes
3126-WQMGH,Female,0,Yes,No,49,Yes,DSL,Month-to-month,Yes,Credit card (automatic),52.15,2583.75,No
0093-EXYQL,Female,1,No,No,40,Yes,Fiber optic,Month-to-month,Yes,Electronic check,91.55,3673.6,No
0320-JDNQG,Male,0,Yes,Yes,23,Yes,Fiber optic,Month-to-month,Yes,Electronic check,99.85,2331.3,Yes
2754-SDJRD,Female,1,No,No,8,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),100.15,908.55,No
6140-QNRQQ,Male,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Mailed check,71.55,71.55,Yes
8963-JLGJT,Male,0,No,Yes,3,Yes,DSL,Month-to-month,No,Mailed check,55.9,157.55,No
7470-MCQTK,Female,0,Yes,No,13,No,DSL,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,Yes
7488-MXJIV,Female,0,No,No,4,Yes,Fiber optic,Month-to-month,Yes,Electronic check,85.65,321.65,Yes
7401-JIXNM,Female,0,Yes,Yes,54,Yes,DSL,Two year,No,Credit card (automatic),91.3,4965,No
9339-FIIJL,Male,0,Yes,No,72,Yes,DSL,Two year,No,Bank transfer (automatic),85.95,6151.9,No
8402-EIVQS,Male,0,Yes,No,67,Yes,Fiber optic,One year,Yes,Credit card (automatic),100.9,6733.15,No
3324-OIRTO,Male,0,Yes,Yes,71,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),104.65,7288.4,No
4967-WPNCF,Male,0,No,No,72,No,DSL,Two year,Yes,Bank transfer (automatic),63.7,4464.8,No
8552-OBVRU,Female,1,Yes,Yes,48,Yes,Fiber optic,Month-to-month,Yes,Electronic check,104.5,5068.05,No
9154-QDGTH,Male,0,Yes,Yes,43,Yes,Fiber optic,One year,Yes,Credit card (automatic),104.3,4451.85,No
2577-GVSIL,Male,0,Yes,Yes,35,Yes,DSL,One year,Yes,Bank transfer (automatic),73.45,2661.1,No
6463-HHXJR,Female,0,Yes,Yes,71,Yes,Fiber optic,Two year,No,Bank transfer (automatic),100.5,7030.65,No
8949-JTMAY,Female,0,No,No,29,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),98.6,2933.2,Yes
0869-PAPRP,Female,1,Yes,No,26,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),85.7,2067,No
4238-JSSWH,Female,1,Yes,No,35,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),102.05,3452.55,No
2809-ILCYT,Female,0,Yes,No,25,Yes,No,One year,Yes,Mailed check,26.8,733.55,No
4981-FLTMF,Female,0,Yes,Yes,57,Yes,DSL,Month-to-month,No,Bank transfer (automatic),65.2,3687.85,No
4094-NSEDU,Female,1,No,No,21,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.25,1973.75,Yes
4304-TSPVK,Female,0,Yes,No,68,Yes,Fiber optic,Two year,No,Bank transfer (automatic),114.9,7843.55,No
7089-RKVSZ,Male,0,Yes,Yes,8,Yes,No,One year,No,Mailed check,24.4,203.95,No
9755-JHNMN,Female,0,No,No,49,Yes,DSL,Two year,No,Bank transfer (automatic),67.4,3306.85,No
5067-WJEUN,Male,0,Yes,Yes,67,Yes,DSL,Two year,Yes,Bank transfer (automatic),54.2,3838.2,No
0235-KGSLC,Female,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),85.55,85.55,Yes
6650-BWFRT,Female,0,Yes,No,72,Yes,Fiber optic,Two year,Yes,Credit card (automatic),117.15,8529.5,No
1247-QBVSH,Female,0,Yes,Yes,43,Yes,DSL,Month-to-month,No,Mailed check,50.2,2169.4,No
7318-EIVKO,Male,0,No,No,8,Yes,DSL,Month-to-month,Yes,Electronic check,59.25,436.6,No
3771-PZOBW,Male,0,No,No,20,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),90.7,1781.35,No
5141-ZUVBH,Female,0,No,Yes,9,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),93,870.25,No
7623-HKYRK,Male,0,No,Yes,6,Yes,No,Month-to-month,No,Mailed check,19.7,111.65,No
0310-SUCIN,Female,0,Yes,No,71,Yes,DSL,One year,Yes,Bank transfer (automatic),84.8,6046.1,No
5197-PYEPU,Female,0,Yes,Yes,42,Yes,Fiber optic,One year,Yes,Credit card (automatic),94.45,3923.8,No
7548-SEPYI,Female,0,No,No,5,Yes,Fiber optic,Month-to-month,Yes,Electronic check,96.25,512.45,Yes
6619-RPLQZ,Female,0,Yes,Yes,45,Yes,No,Two year,No,Mailed check,20.85,892.15,No
1623-NLDOT,Female,0,Yes,No,42,No,DSL,One year,No,Mailed check,33.55,1445.3,Yes
9621-OUPYD,Female,0,Yes,No,25,Yes,No,One year,Yes,Bank transfer (automatic),20.2,507.9,No
4307-KWMXE,Male,0,No,No,10,No,DSL,Month-to-month,No,Electronic check,35.75,389.8,No
3694-DELSO,Male,0,Yes,Yes,4,No,DSL,Month-to-month,No,Credit card (automatic),38.55,156.1,No
9603-OAIHC,Male,1,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,70.05,70.05,No
1133-KXCGE,Female,0,No,No,18,Yes,No,One year,No,Mailed check,20.1,407.05,No
0142-GVYSN,Male,0,No,No,26,Yes,No,Month-to-month,Yes,Electronic check,20.3,511.25,No
7854-FOKSF,Male,0,No,No,1,No,DSL,Month-to-month,No,Electronic check,35.9,35.9,Yes
8406-LNMHF,Male,1,Yes,No,59,Yes,Fiber optic,One year,Yes,Credit card (automatic),82.95,4903.15,No
0023-UYUPN,Female,1,Yes,No,50,Yes,No,One year,No,Electronic check,25.2,1306.3,No
8314-DPQHL,Male,0,No,No,9,No,DSL,One year,No,Mailed check,50.8,463.6,No
1465-WCZVT,Female,0,Yes,Yes,3,Yes,No,Month-to-month,No,Mailed check,19.65,60.65,No
9481-SFCQY,Female,0,No,Yes,14,Yes,DSL,Month-to-month,Yes,Credit card (automatic),59.8,824.85,No
9492-TOKRI,Female,0,No,No,18,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),90,1527.35,Yes
1475-VWVDO,Male,0,No,No,7,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.9,490.55,No
1357-MVDOZ,Male,0,Yes,Yes,11,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),59.65,683.25,No
1197-BVMVG,Female,1,No,No,4,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.45,294.45,No
5406-KGRMX,Female,0,No,No,71,Yes,No,Two year,No,Electronic check,24.55,1719.15,No
5198-EFNBM,Male,1,Yes,No,57,Yes,Fiber optic,One year,Yes,Electronic check,90.65,5199.8,No
7516-GMHUV,Male,1,Yes,No,50,Yes,Fiber optic,Two year,Yes,Credit card (automatic),105.05,5163.3,No
2609-IAICY,Female,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,77.15,77.15,Yes
1740-CSDJP,Male,0,No,No,1,No,DSL,Month-to-month,Yes,Bank transfer (automatic),35.25,35.25,Yes
6559-RAKOZ,Male,0,Yes,Yes,49,Yes,Fiber optic,One year,Yes,Electronic check,97.95,4917.9,No
2143-LJULT,Female,0,Yes,No,67,Yes,No,Two year,Yes,Credit card (automatic),25.25,1733.15,No
5630-IXDXV,Female,0,No,No,47,Yes,Fiber optic,Month-to-month,Yes,Electronic check,106.35,4849.1,No
1088-AUUZZ,Male,0,Yes,Yes,56,Yes,DSL,Two year,Yes,Credit card (automatic),75.85,4261.2,No
9588-OZDMQ,Female,0,Yes,No,2,Yes,DSL,Month-to-month,Yes,Electronic check,45,89.75,No
1174-FGIFN,Female,0,Yes,Yes,28,Yes,Fiber optic,One year,Yes,Electronic check,90.45,2509.25,No
6620-HVDUJ,Male,0,No,No,24,Yes,DSL,Month-to-month,No,Bank transfer (automatic),60.45,1440.75,No
4701-MLJPN,Male,0,No,No,31,Yes,DSL,Month-to-month,Yes,Electronic check,55.25,1715.65,Yes
1032-MAELW,Female,0,Yes,Yes,68,Yes,DSL,One year,Yes,Electronic check,78.45,5333.35,No
7641-TQFHN,Male,0,No,Yes,39,Yes,Fiber optic,Two year,No,Mailed check,100.55,3895.35,No
9206-GVPEQ,Male,0,Yes,No,13,No,DSL,Month-to-month,Yes,Electronic check,54.45,706.85,Yes
8622-ZLFKO,Female,0,Yes,No,6,Yes,Fiber optic,Month-to-month,Yes,Electronic check,90.75,512.25,No
6061-GWWAV,Male,0,No,Yes,41,Yes,DSL,One year,No,Mailed check,70.2,2894.55,No
0679-TDGAK,Male,0,Yes,Yes,50,Yes,DSL,One year,No,Electronic check,75.5,4025.6,No
3707-GNWHM,Male,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Mailed check,74.25,74.25,Yes
0661-KBKPA,Male,0,Yes,Yes,53,Yes,DSL,One year,Yes,Mailed check,78.75,3942.45,No
9081-WWXKP,Female,0,Yes,Yes,47,Yes,No,Two year,No,Credit card (automatic),20.25,873.4,No
0784-ZQJZX,Male,0,No,Yes,72,Yes,No,Two year,No,Credit card (automatic),19.9,1529.65,No
3133-PZNSR,Male,0,Yes,Yes,72,Yes,Fiber optic,Two year,Yes,Credit card (automatic),97.75,6991.6,No
0022-TCJCI,Male,1,No,No,45,Yes,DSL,One year,No,Credit card (automatic),62.7,2791.5,Yes
8565-HBFNN,Male,0,Yes,No,69,Yes,Fiber optic,One year,Yes,Credit card (automatic),107.2,7317.1,No
0203-HHYIJ,Male,0,No,No,25,Yes,No,One year,No,Bank transfer (automatic),25.3,676.35,Yes
7758-UJWYS,Male,0,Yes,Yes,34,No,DSL,Two year,Yes,Electronic check,40.55,1325.85,No
7055-JCGNI,Female,0,No,No,70,Yes,Fiber optic,Two year,Yes,Credit card (automatic),111.95,7795.95,No
7175-NTIXE,Female,0,No,No,25,Yes,DSL,Month-to-month,Yes,Credit card (automatic),76.15,1992.95,No
7963-SHNDT,Female,0,No,No,52,No,DSL,Two year,No,Mailed check,39.1,1982.1,No
1849-RJYIG,Female,0,No,No,8,Yes,DSL,Month-to-month,Yes,Electronic check,60,487.75,No
8178-EYZUO,Male,0,No,No,46,Yes,Fiber optic,Month-to-month,Yes,Electronic check,93.7,4154.8,Yes
3230-JCNZS,Female,0,Yes,Yes,71,Yes,Fiber optic,Two year,Yes,Credit card (automatic),99,7061.65,No
